id,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,ocupacion_estimada,tipo_tenedor,superhost
50208226,Centro,40.41737,-3.70467,Entire loft,3,1.0,0.0,2.0,$148.00,5,90,118,4.95,4.95,4.99,4.92,4.97,5.0,4.88,13,342,Profesional (6-20),1
50211579,Centro,40.42157,-3.69804,Entire condo,6,2.5,3.0,4.0,$421.00,1,365,114,4.96,4.96,4.91,4.98,4.97,4.85,4.87,22,296,Gran tenedor (>20),1
50219393,Centro,40.40911,-3.70994,Entire rental unit,3,1.0,1.0,1.0,$108.00,3,15,14,4.64,4.57,4.71,4.93,4.93,5.0,4.71,1,341,Pequeño (1),1
50233448,Moratalaz,40.40213,-3.64006,Private room in rental unit,1,,,,,8,1125,3,4.67,5.0,3.67,4.33,4.33,5.0,4.67,17,365,Profesional (6-20),0
50234302,Moratalaz,40.40214,-3.63932,Private room in rental unit,1,1.0,1.0,1.0,$27.00,20,1125,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,17,365,Profesional (6-20),0
50255617,Centro,40.40711,-3.70851,Entire rental unit,6,,3.0,,,30,336,9,3.67,3.33,3.78,3.89,4.11,4.56,4.0,25,119,Gran tenedor (>20),0
50255671,Centro,40.41355,-3.70328,Entire rental unit,8,1.0,2.0,6.0,$237.00,1,365,294,4.6,4.59,4.64,4.85,4.76,4.88,4.56,9,21,Profesional (6-20),0
50256370,Retiro,40.41726,-3.67944,Entire rental unit,1,1.0,0.0,1.0,$74.00,2,1125,219,4.38,4.44,4.52,4.61,4.63,4.73,4.26,8,62,Profesional (6-20),0
50256766,Latina,40.4096,-3.72835,Private room in bed and breakfast,2,1.5,1.0,1.0,$39.00,5,30,86,4.85,4.84,4.85,4.81,4.88,4.45,4.62,2,361,Mediano (2-5),1
50265861,Centro,40.40881,-3.69832,Entire rental unit,2,1.0,1.0,1.0,$142.00,1,1125,143,4.65,4.67,4.76,4.69,4.73,4.57,4.42,3,50,Mediano (2-5),1
50267233,Centro,40.40807,-3.70894,Entire rental unit,4,,1.0,,,3,1125,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,365,Pequeño (1),0
50277316,Centro,40.41133,-3.71367,Entire rental unit,4,1.0,1.0,2.0,$182.00,2,365,145,4.92,4.91,4.88,4.97,4.97,4.92,4.83,13,337,Profesional (6-20),1
50278295,Puente de Vallecas,40.39389,-3.66564,Entire rental unit,4,1.0,2.0,3.0,$111.00,4,1125,24,4.38,4.54,4.58,4.71,4.67,3.67,4.13,46,286,Gran tenedor (>20),0
50278310,Retiro,40.40069,-3.67628,Entire rental unit,2,1.0,1.0,1.0,$115.00,4,1125,19,4.47,4.58,4.47,4.74,4.68,4.63,4.26,46,286,Gran tenedor (>20),0
50287683,TetuÃ¡n,40.45445,-3.69987,Entire rental unit,2,,1.0,,,2,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,365,Pequeño (1),0
50297203,San Blas - Canillejas,40.41964,-3.6225,Private room in casa particular,2,1.0,1.0,1.0,$44.00,4,365,48,4.96,4.92,4.65,4.9,4.92,4.76,4.76,1,31,Pequeño (1),1
50297270,Centro,40.41414,-3.71031,Entire rental unit,6,1.0,2.0,3.0,$175.00,2,30,195,4.72,4.79,4.72,4.7,4.76,4.96,4.73,1,316,Pequeño (1),0
50302758,Centro,40.40814,-3.70994,Entire rental unit,6,1.0,2.0,4.0,$189.00,1,1125,16,4.38,4.44,4.81,4.38,4.5,4.94,4.19,334,37,Gran tenedor (>20),0
50302759,Centro,40.40898,-3.71046,Entire rental unit,6,2.0,2.0,4.0,$253.00,1,1125,34,4.41,4.44,4.44,4.56,4.5,4.68,4.47,334,101,Gran tenedor (>20),0
50302761,Centro,40.40877,-3.70858,Entire rental unit,7,2.0,3.0,5.0,$232.00,1,1125,28,4.43,4.57,4.54,4.21,4.46,4.71,4.54,334,44,Gran tenedor (>20),0
50302762,Centro,40.40862,-3.70994,Entire rental unit,7,2.0,3.0,5.0,$208.00,1,1125,47,4.57,4.7,4.81,4.49,4.47,4.79,4.4,334,56,Gran tenedor (>20),0
50303675,Centro,40.41153,-3.70618,Casa particular,2,,1.0,,,2,30,15,4.93,5.0,5.0,4.93,5.0,5.0,4.8,1,365,Pequeño (1),0
50317500,Centro,40.42136,-3.70142,Entire rental unit,4,1.0,1.0,2.0,$78.00,1,1125,194,4.36,4.4,4.57,4.66,4.66,4.79,4.27,92,21,Gran tenedor (>20),0
50318860,Centro,40.41468,-3.71119,Entire rental unit,4,1.0,1.0,2.0,$140.00,2,1125,27,4.7,4.7,4.67,4.81,4.59,5.0,4.67,9,38,Profesional (6-20),0
50319034,ChamartÃ­n,40.446426,-3.672262,Entire rental unit,3,1.0,1.0,3.0,$81.00,8,70,8,4.63,4.5,4.25,5.0,4.88,4.63,4.5,1,289,Pequeño (1),0
50321892,Villaverde,40.35341,-3.68768,Private room in rental unit,1,,,,,2,1125,16,4.75,4.75,4.75,4.81,4.88,4.38,4.63,1,365,Pequeño (1),0
50322959,ChamberÃ­,40.43449,-3.70075,Entire rental unit,8,2.0,3.0,4.0,$243.00,1,1125,69,4.55,4.7,4.67,4.54,4.59,4.87,4.48,334,47,Gran tenedor (>20),0
50322960,ChamberÃ­,40.43413,-3.70243,Entire rental unit,4,1.0,1.0,2.0,$127.00,1,1125,37,4.54,4.73,4.76,4.49,4.51,4.78,4.51,334,54,Gran tenedor (>20),0
50322961,ChamberÃ­,40.43627,-3.7013,Entire rental unit,6,2.0,2.0,3.0,$183.00,1,1125,60,4.63,4.58,4.73,4.68,4.6,4.85,4.58,334,32,Gran tenedor (>20),0
50322964,ChamberÃ­,40.43494,-3.70076,Entire rental unit,6,2.0,2.0,3.0,$211.00,1,1125,61,4.57,4.64,4.77,4.64,4.51,4.77,4.51,334,38,Gran tenedor (>20),0
50322965,ChamberÃ­,40.43413,-3.70215,Entire rental unit,6,2.0,2.0,3.0,$196.00,1,1125,64,4.66,4.73,4.89,4.64,4.66,4.83,4.66,334,40,Gran tenedor (>20),0
50322966,ChamberÃ­,40.43448,-3.7027,Entire rental unit,6,2.0,2.0,3.0,$215.00,1,1125,36,4.47,4.5,4.61,4.31,4.31,4.89,4.47,334,51,Gran tenedor (>20),0
50322967,ChamberÃ­,40.43646,-3.70291,Entire rental unit,6,2.0,2.0,3.0,$170.00,1,1125,21,4.24,4.43,4.29,4.57,4.14,4.86,4.29,334,35,Gran tenedor (>20),0
50330723,Fuencarral - El Pardo,40.4752,-3.70203,Private room in home,1,1.0,1.0,1.0,$29.00,50,500,17,4.82,5.0,5.0,5.0,4.71,4.71,4.82,2,204,Mediano (2-5),1
50337762,Usera,40.38669,-3.70108,Entire rental unit,6,1.0,2.0,4.0,$139.00,1,1125,23,4.61,4.65,4.74,4.65,4.65,4.35,4.57,334,24,Gran tenedor (>20),0
50337763,Usera,40.38793,-3.70119,Entire rental unit,6,1.0,2.0,4.0,$122.00,1,1125,38,4.42,4.5,4.66,4.45,4.5,4.39,4.34,334,33,Gran tenedor (>20),0
50337764,Usera,40.38845,-3.69964,Entire rental unit,6,1.0,2.0,4.0,$141.00,1,1125,47,4.47,4.57,4.68,4.49,4.57,4.36,4.38,334,36,Gran tenedor (>20),0
50337765,Usera,40.3882,-3.70153,Entire rental unit,6,1.0,2.0,4.0,$141.00,1,1125,15,4.27,4.4,4.6,4.47,4.4,4.27,4.13,334,26,Gran tenedor (>20),0
50337766,Usera,40.3872,-3.70157,Entire rental unit,6,1.0,2.0,4.0,$136.00,1,1125,29,4.34,4.38,4.48,4.41,4.62,4.38,4.17,334,20,Gran tenedor (>20),0
50338600,Usera,40.38275,-3.70953,Tiny home,2,1.0,1.0,1.0,$42.00,2,14,54,4.67,4.76,4.7,4.93,4.87,4.35,4.72,5,223,Mediano (2-5),1
50343937,Moncloa - Aravaca,40.43078,-3.71876,Private room in rental unit,1,,,,,14,1125,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,365,Gran tenedor (>20),1
50352346,Ciudad Lineal,40.4259404734785,-3.6391192353764703,Entire rental unit,4,1.0,2.0,2.0,$81.00,5,20,212,4.92,4.93,4.94,4.95,4.95,4.51,4.84,2,321,Mediano (2-5),1
50376870,Ciudad Lineal,40.44015,-3.64078,Private room in rental unit,1,1.0,1.0,1.0,$60.00,1,2,25,5.0,5.0,4.96,4.96,5.0,4.92,4.96,1,282,Pequeño (1),0
50393424,Latina,40.39563,-3.75727,Private room in home,2,1.0,1.0,2.0,$37.00,2,1125,42,4.83,4.86,4.69,4.74,4.88,4.71,4.69,1,16,Pequeño (1),1
50394764,Centro,40.41251,-3.71391,Entire rental unit,5,1.0,2.0,3.0,$193.00,2,1125,134,4.9,4.89,4.9,4.97,4.93,4.9,4.79,13,336,Profesional (6-20),1
50407230,Salamanca,40.42686,-3.68377,Entire rental unit,2,1.0,0.0,1.0,$131.00,1,1125,103,4.48,4.58,4.57,4.83,4.68,4.9,4.35,1,54,Pequeño (1),0
50409931,Puente de Vallecas,40.39128,-3.64169,Private room in serviced apartment,2,,1.0,,,60,120,3,5.0,5.0,5.0,5.0,4.67,5.0,5.0,1,247,Pequeño (1),0
50416035,Centro,40.41861,-3.70337,Entire rental unit,6,2.0,3.0,4.0,$234.00,1,365,26,4.46,4.27,4.73,4.62,4.62,4.92,4.54,3,119,Mediano (2-5),0
50416327,Moratalaz,40.40424,-3.64031,Private room in rental unit,1,1.0,1.0,1.0,$20.00,5,1125,0,,,,,,,,17,365,Profesional (6-20),0
50426114,Moratalaz,40.4019,-3.63901,Private room in rental unit,1,,,,,7,1125,0,,,,,,,,17,365,Profesional (6-20),0
50426658,Centro,40.42582,-3.7098,Entire rental unit,2,1.0,1.0,2.0,$103.00,21,28,2,5.0,5.0,5.0,4.0,4.5,4.5,4.5,3,24,Mediano (2-5),0
50426799,Moratalaz,40.40411,-3.63959,Private room in rental unit,1,1.0,1.0,1.0,$27.00,10,1125,2,4.5,3.5,3.0,3.5,4.0,5.0,4.0,17,365,Profesional (6-20),0
50427145,Moratalaz,40.40105,-3.64303,Private room in rental unit,1,,,,,7,1125,0,,,,,,,,17,365,Profesional (6-20),0
50427903,Moratalaz,40.40133,-3.64314,Private room in rental unit,1,,,,,7,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17,365,Profesional (6-20),0
50428217,Moratalaz,40.40112,-3.64289,Private room in rental unit,1,,,,,7,1125,0,,,,,,,,17,365,Profesional (6-20),0
50429091,San Blas - Canillejas,40.42642,-3.62488,Private room in condo,2,1.0,1.0,2.0,$39.00,1,100,3,3.33,3.33,3.33,3.67,3.33,3.33,3.33,1,9,Pequeño (1),0
50429138,Ciudad Lineal,40.42788,-3.65945,Entire loft,2,1.0,0.0,1.0,$85.00,3,365,50,4.92,4.86,4.84,4.96,4.96,4.76,4.8,2,129,Mediano (2-5),1
50430271,Carabanchel,40.39464,-3.70625,Private room in rental unit,2,0.5,1.0,2.0,$70.00,3,15,52,4.52,4.6,4.17,4.63,4.71,4.52,4.48,1,7,Pequeño (1),0
50431919,Moncloa - Aravaca,40.42087,-3.71881,Entire rental unit,2,,1.0,,,3,1125,4,4.25,4.0,4.25,4.25,4.25,5.0,4.75,2,365,Mediano (2-5),0
50437693,Hortaleza,40.46528,-3.62832,Entire rental unit,2,1.0,1.0,3.0,$71.00,3,90,115,4.82,4.84,4.9,4.87,4.93,4.69,4.59,66,221,Gran tenedor (>20),0
50447938,Latina,40.40508,-3.74597,Private room in rental unit,2,,,,,15,65,0,,,,,,,,1,365,Pequeño (1),0
50459403,Centro,40.42743,-3.70259,Entire rental unit,2,0.0,1.0,1.0,$127.00,31,365,0,,,,,,,,384,146,Gran tenedor (>20),0
50473232,Salamanca,40.42683,-3.67721,Entire rental unit,4,1.0,2.0,2.0,$123.00,2,1125,143,4.64,4.63,4.76,4.69,4.61,4.9,4.65,72,216,Gran tenedor (>20),0
50476722,Centro,40.41004,-3.70817,Entire loft,2,,,,,3,10,63,4.86,4.86,4.63,4.87,4.98,5.0,4.78,1,364,Pequeño (1),1
50488273,Arganzuela,40.40023,-3.69286,Entire rental unit,3,,2.0,,,2,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66,365,Gran tenedor (>20),0
50518826,Ciudad Lineal,40.43205,-3.64925,Entire rental unit,4,1.0,3.0,4.0,$184.00,2,365,9,4.44,4.56,4.56,4.22,4.56,4.22,4.11,1,13,Pequeño (1),0
50518850,Centro,40.41086,-3.7008,Entire serviced apartment,2,1.0,1.0,1.0,$69.00,2,365,280,4.65,4.71,4.76,4.55,4.85,4.73,4.64,3,150,Mediano (2-5),0
50540002,ChamberÃ­,40.43364,-3.70338,Entire rental unit,2,,1.0,,,7,365,147,4.72,4.78,4.77,4.97,4.94,4.89,4.62,4,357,Mediano (2-5),1
50553830,Centro,40.41662,-3.70029,Entire rental unit,5,1.0,2.0,3.0,$156.00,4,1125,158,4.58,4.68,4.7,4.75,4.74,4.75,4.56,28,133,Gran tenedor (>20),0
50563674,Centro,40.42615,-3.69804,Entire serviced apartment,4,1.0,2.0,2.0,$97.00,32,330,0,,,,,,,,40,330,Gran tenedor (>20),0
50569972,Centro,40.42179,-3.70898,Entire rental unit,2,1.0,1.0,0.0,$179.00,1,1125,133,4.62,4.63,4.74,4.85,4.75,4.83,4.5,107,351,Gran tenedor (>20),0
50570139,Centro,40.42032,-3.71039,Entire rental unit,2,1.0,1.0,0.0,$195.00,1,1125,151,4.56,4.64,4.69,4.76,4.65,4.83,4.49,107,362,Gran tenedor (>20),0
50570256,Centro,40.42023,-3.70949,Entire rental unit,2,1.0,1.0,0.0,$233.00,1,1125,90,4.71,4.68,4.76,4.79,4.66,4.86,4.62,107,350,Gran tenedor (>20),0
50570334,Centro,40.42213,-3.7094,Entire rental unit,2,1.0,1.0,1.0,$199.00,1,1125,135,4.67,4.73,4.73,4.83,4.71,4.85,4.66,107,344,Gran tenedor (>20),0
50586241,Centro,40.42003,-3.697,Entire rental unit,2,1.0,1.0,1.0,$72.00,3,1125,229,4.68,4.63,4.6,4.83,4.92,4.95,4.55,1,319,Pequeño (1),0
50608777,Centro,40.41915,-3.70276,Entire rental unit,6,2.0,2.0,4.0,$424.00,2,300,322,4.95,4.95,4.88,4.93,4.96,4.97,4.85,30,83,Gran tenedor (>20),1
50608871,Centro,40.425068,-3.709313,Entire rental unit,5,1.0,2.0,3.0,$154.00,2,365,57,4.65,4.72,4.82,4.7,4.75,4.79,4.54,141,336,Gran tenedor (>20),0
50629344,Centro,40.42247,-3.69992,Entire rental unit,6,1.0,2.0,3.0,$167.00,1,1125,44,4.41,4.36,4.61,4.41,4.48,4.68,4.3,334,364,Gran tenedor (>20),0
50634354,ChamberÃ­,40.43034,-3.69755,Entire rental unit,6,2.0,3.0,3.0,$162.00,31,365,7,4.71,4.43,4.71,4.57,4.57,5.0,4.29,384,105,Gran tenedor (>20),0
50648604,TetuÃ¡n,40.45294840870355,-3.7054339457360874,Entire home,8,1.0,2.0,4.0,$227.00,1,45,121,4.66,4.72,4.67,4.79,4.84,4.64,4.59,9,20,Profesional (6-20),0
50665199,Latina,40.37314,-3.7708,Private room in rental unit,1,1.0,1.0,1.0,$36.00,4,30,28,4.96,4.96,4.96,4.89,4.96,4.71,4.86,1,299,Pequeño (1),1
50671859,Ciudad Lineal,40.43049181638392,-3.640712701183961,Private room in rental unit,2,1.0,1.0,1.0,$47.00,3,60,80,4.85,4.9,4.96,4.83,4.81,4.74,4.83,2,201,Mediano (2-5),1
50673761,Centro,40.4091,-3.70668,Private room in rental unit,2,1.0,1.0,1.0,$21.00,25,365,16,4.25,4.31,4.38,4.19,4.44,4.88,4.25,6,199,Profesional (6-20),0
50677445,San Blas - Canillejas,40.44042,-3.62496,Entire loft,2,,1.0,,,7,60,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,365,Mediano (2-5),0
50686284,Centro,40.41087,-3.70591,Entire rental unit,4,2.0,2.0,2.0,$184.00,1,365,179,4.81,4.83,4.86,4.69,4.89,4.92,4.75,292,65,Gran tenedor (>20),0
50689103,ChamberÃ­,40.43336,-3.6907,Entire serviced apartment,3,,1.0,,,1,1125,0,,,,,,,,25,365,Gran tenedor (>20),1
50714976,Retiro,40.40647,-3.67255,Private room in rental unit,1,,2.0,,,3,365,0,,,,,,,,1,365,Pequeño (1),0
50717888,Latina,40.40497,-3.72453,Entire rental unit,6,,3.0,,,1,365,0,,,,,,,,3,365,Mediano (2-5),0
50721932,TetuÃ¡n,40.46043,-3.69702,Private room in condo,3,,,,,3,1125,130,4.78,4.82,4.79,4.94,4.9,4.76,4.72,3,365,Mediano (2-5),0
50724146,Salamanca,40.43492,-3.66266,Entire guest suite,4,,1.0,,,5,1125,29,4.83,4.79,4.9,5.0,4.9,4.93,4.72,1,365,Pequeño (1),0
50729508,Centro,40.41073,-3.70737,Entire condo,9,2.0,6.0,6.0,$229.00,20,600,21,4.86,5.0,4.9,4.67,4.9,5.0,4.81,7,198,Profesional (6-20),1
50737628,Centro,40.42031,-3.70187,Entire rental unit,4,,1.0,,,2,90,74,4.54,4.62,4.74,4.76,4.69,4.95,4.43,18,44,Profesional (6-20),0
50745149,Centro,40.4215,-3.71053,Entire rental unit,4,,1.0,,,2,30,0,,,,,,,,1,365,Pequeño (1),0
50762376,Centro,40.42364,-3.7006,Entire rental unit,2,1.0,1.0,1.0,$353.00,1,29,259,4.71,4.79,4.71,4.92,4.91,4.97,4.69,6,364,Profesional (6-20),0
50767137,Retiro,40.4022,-3.67435,Entire rental unit,4,1.0,2.0,2.0,$150.00,4,1125,28,4.46,4.68,4.18,4.57,4.32,4.68,4.39,43,66,Gran tenedor (>20),0
50768638,Moncloa - Aravaca,40.43128,-3.71893,Private room in rental unit,1,,,,,14,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,365,Gran tenedor (>20),1
50772166,ChamberÃ­,40.43985,-3.69447,Private room in rental unit,1,1.0,2.0,1.0,$28.00,10,1125,13,4.31,4.69,4.15,4.92,4.92,4.77,4.23,1,252,Pequeño (1),0
50773801,ChamberÃ­,40.43544,-3.70365,Entire rental unit,4,1.0,1.0,2.0,$70.00,7,1125,2,4.5,4.5,4.5,4.5,5.0,5.0,4.5,2,89,Mediano (2-5),0
50775788,ChamartÃ­n,40.45656,-3.67578,Entire rental unit,4,,2.0,,,4,60,36,4.83,4.81,4.86,4.92,4.89,4.94,4.44,66,365,Gran tenedor (>20),0
50784395,ChamberÃ­,40.43202,-3.71394,Entire rental unit,4,2.0,2.0,2.0,$180.00,3,1000,112,4.74,4.79,4.83,4.75,4.89,4.86,4.67,1,136,Pequeño (1),0
50802521,ChamberÃ­,40.43157,-3.70764,Private room in rental unit,2,,,,,3,365,0,,,,,,,,1,365,Pequeño (1),0
50802696,Centro,40.42218,-3.71101,Entire rental unit,5,2.0,2.0,2.0,$272.00,1,1125,141,4.5,4.56,4.6,4.81,4.62,4.9,4.56,107,361,Gran tenedor (>20),0
50811470,Salamanca,40.42326,-3.66727,Entire loft,4,1.0,1.0,2.0,$94.00,2,365,368,4.82,4.84,4.8,4.86,4.86,4.74,4.76,6,124,Profesional (6-20),1
50817542,Centro,40.41108,-3.70105,Private room in rental unit,2,,,,,2,55,3,5.0,5.0,4.33,5.0,5.0,5.0,4.67,2,365,Mediano (2-5),0
50823858,Centro,40.41571044921875,-3.7101449966430655,Entire rental unit,2,1.0,1.0,1.0,$153.00,2,21,85,4.69,4.78,4.89,4.55,4.85,4.98,4.58,3,299,Mediano (2-5),0
50827140,Hortaleza,40.48166,-3.63244,Private room in villa,1,1.0,1.0,1.0,$43.00,60,300,0,,,,,,,,1,7,Pequeño (1),0
50836676,ChamartÃ­n,40.448582,-3.669318,Entire condo,4,,1.0,,,2,1125,23,4.65,4.78,4.87,4.74,4.52,4.61,4.78,1,365,Pequeño (1),0
50837784,Centro,40.41139,-3.69897,Entire rental unit,2,,1.0,,,13,1125,3,4.0,4.0,3.33,4.0,4.67,5.0,3.67,2,365,Mediano (2-5),0
50840405,Centro,40.41517,-3.70139,Private room in bed and breakfast,2,1.0,1.0,2.0,$197.00,1,365,3,3.33,3.67,3.33,4.33,3.67,3.33,3.0,4,303,Mediano (2-5),0
50843953,Moncloa - Aravaca,40.4291,-3.72614,Private room in rental unit,1,,,,,20,1125,0,,,,,,,,78,365,Gran tenedor (>20),1
50844206,Moncloa - Aravaca,40.42725,-3.71839,Private room in rental unit,1,,,,,14,1125,2,4.5,5.0,4.5,5.0,5.0,5.0,4.5,78,365,Gran tenedor (>20),1
50844491,Moncloa - Aravaca,40.42741,-3.71708,Private room in rental unit,1,,,,,28,1125,5,4.4,4.4,4.2,5.0,5.0,5.0,5.0,78,365,Gran tenedor (>20),1
50862505,Latina,40.40597,-3.73396,Private room in casa particular,4,,,,,1,10,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,365,Pequeño (1),0
50862705,Centro,40.41977,-3.69998,Entire serviced apartment,4,1.0,1.0,1.0,$254.00,1,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,128,Mediano (2-5),0
50870399,Moncloa - Aravaca,40.46354,-3.71785,Private room in rental unit,2,1.0,2.0,2.0,$56.00,1,1125,57,4.96,4.96,4.98,4.89,4.98,4.68,4.91,1,302,Pequeño (1),0
50885011,Hortaleza,40.46046,-3.63654,Entire rental unit,2,,1.0,,,30,365,5,4.8,4.8,4.8,4.6,4.8,4.8,3.6,18,289,Profesional (6-20),0
50885132,Hortaleza,40.46096,-3.63625,Entire rental unit,2,1.0,1.0,1.0,$72.00,30,365,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18,290,Profesional (6-20),0
50885165,Hortaleza,40.46069,-3.63661,Entire rental unit,3,2.0,2.0,2.0,$87.00,30,365,2,4.0,4.0,3.0,5.0,4.5,4.5,4.0,18,290,Profesional (6-20),0
50885252,Hortaleza,40.46107,-3.62948,Entire rental unit,2,1.0,1.0,1.0,$103.00,30,365,6,4.67,4.83,4.5,5.0,5.0,4.83,4.5,18,290,Profesional (6-20),0
50885363,TetuÃ¡n,40.46828,-3.69061,Entire rental unit,1,,1.0,,,30,365,3,4.67,5.0,5.0,5.0,5.0,5.0,4.33,18,365,Profesional (6-20),0
50885429,ChamartÃ­n,40.4671,-3.68906,Entire rental unit,1,1.0,1.0,1.0,$118.00,30,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18,289,Profesional (6-20),0
50885482,Salamanca,40.42703,-3.6687,Entire rental unit,2,,1.0,,,30,365,1,3.0,4.0,4.0,4.0,3.0,5.0,3.0,18,365,Profesional (6-20),0
50885516,Salamanca,40.4257,-3.66933,Entire rental unit,2,,1.0,,,30,365,0,,,,,,,,18,365,Profesional (6-20),0
50885536,Salamanca,40.42599,-3.67138,Entire rental unit,4,,2.0,,,30,365,2,2.5,3.0,5.0,3.0,3.0,3.0,3.0,18,365,Profesional (6-20),0
50887651,Latina,40.40419,-3.75719,Private room in rental unit,1,1.0,1.0,1.0,$20.00,32,100,5,3.8,4.2,3.6,4.4,3.4,4.4,3.4,13,106,Profesional (6-20),0
50906177,Salamanca,40.42308,-3.67772,Entire rental unit,6,3.5,3.0,3.0,$308.00,30,400,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13,128,Profesional (6-20),0
50909091,TetuÃ¡n,40.46739,-3.69921,Private room in casa particular,2,1.5,1.0,1.0,$35.00,4,300,49,4.69,4.59,4.41,4.84,4.84,4.51,4.63,1,308,Pequeño (1),1
50909290,San Blas - Canillejas,40.44396,-3.58344,Entire rental unit,3,,,,,1,15,144,4.35,4.42,4.4,4.54,4.55,4.65,4.27,1,365,Pequeño (1),0
50909540,Centro,40.42478,-3.69821,Entire serviced apartment,2,,,,,32,330,0,,,,,,,,40,337,Gran tenedor (>20),0
50911179,Centro,40.42066,-3.70429,Entire condo,10,,3.0,,,2,28,0,,,,,,,,1,365,Pequeño (1),0
50937756,Centro,40.41357,-3.70519,Entire rental unit,6,1.0,2.0,4.0,$269.00,1,365,219,4.56,4.58,4.61,4.81,4.75,4.87,4.47,9,7,Profesional (6-20),0
50946039,Latina,40.39917,-3.73507,Private room in rental unit,2,1.5,1.0,1.0,$56.00,1,30,164,4.6,4.68,4.71,4.63,4.8,4.37,4.62,4,48,Mediano (2-5),0
50950298,Centro,40.41778,-3.70324,Entire rental unit,14,3.5,3.0,11.0,$364.00,1,1125,133,4.7,4.56,4.72,4.83,4.89,4.92,4.62,10,87,Profesional (6-20),0
50951224,Ciudad Lineal,40.43057,-3.64609,Private room in casa particular,1,,,,,2,7,18,5.0,5.0,5.0,4.94,5.0,4.83,5.0,1,365,Pequeño (1),0
50966590,Hortaleza,40.45925,-3.65553,Entire home,8,3.5,4.0,6.0,$395.00,4,21,47,4.98,5.0,4.96,5.0,5.0,4.83,4.91,1,70,Pequeño (1),1
50971955,Carabanchel,40.39275,-3.71073,Entire rental unit,4,,2.0,,,3,1125,0,,,,,,,,1,365,Pequeño (1),0
50983812,Ciudad Lineal,40.46972,-3.66504,Private room in guest suite,1,1.0,1.0,1.0,$46.00,1,730,165,4.97,4.98,4.98,4.97,4.98,4.82,4.93,1,122,Pequeño (1),1
50991422,Centro,40.41689,-3.70534,Entire rental unit,5,2.0,3.0,4.0,$288.00,1,1125,146,4.86,4.86,4.86,4.79,4.87,4.94,4.79,6,40,Profesional (6-20),0
50994788,Centro,40.41705,-3.70418,Entire rental unit,5,2.0,2.0,4.0,$211.00,1,1125,169,4.72,4.75,4.88,4.65,4.76,4.92,4.64,6,90,Profesional (6-20),0
50995253,Centro,40.41715,-3.70556,Entire rental unit,2,1.0,0.0,1.0,$145.00,1,1125,143,4.64,4.72,4.78,4.69,4.73,4.9,4.57,6,52,Profesional (6-20),0
50995600,Centro,40.41714,-3.70552,Entire rental unit,5,2.0,2.0,4.0,$241.00,1,1125,152,4.76,4.79,4.84,4.68,4.83,4.91,4.67,6,70,Profesional (6-20),0
50995991,Centro,40.41911,-3.70549,Entire rental unit,2,1.0,0.0,1.0,$119.00,1,1125,133,4.65,4.74,4.84,4.57,4.77,4.93,4.56,6,80,Profesional (6-20),0
50997018,Centro,40.41864,-3.70381,Entire rental unit,2,1.0,0.0,1.0,$129.00,1,1125,129,4.47,4.65,4.7,4.6,4.72,4.95,4.39,6,68,Profesional (6-20),0
51006715,ChamberÃ­,40.42854309082031,-3.694377899169922,Entire rental unit,2,1.0,1.0,2.0,$128.00,3,1125,160,4.86,4.83,4.91,4.84,4.92,4.95,4.69,1,323,Pequeño (1),1
51008640,ChamberÃ­,40.42854309082031,-3.694377899169922,Entire rental unit,2,1.0,1.0,1.0,$136.00,2,365,118,4.49,4.59,4.66,4.64,4.68,4.84,4.31,63,328,Gran tenedor (>20),0
51013140,Centro,40.41885,-3.7113,Entire condo,5,2.0,2.0,3.0,$269.00,1,1125,126,4.67,4.71,4.86,4.84,4.79,4.98,4.63,1,348,Pequeño (1),1
51031458,Moncloa - Aravaca,40.43119,-3.71825,Private room in rental unit,1,,,,,20,1125,5,4.4,4.4,4.4,5.0,4.6,4.8,4.8,78,365,Gran tenedor (>20),1
51033915,Centro,40.422421,-3.707479,Entire rental unit,7,2.0,2.0,5.0,$140.00,3,365,253,4.65,4.74,4.71,4.87,4.77,4.95,4.66,9,184,Profesional (6-20),0
51035242,Moncloa - Aravaca,40.42994,-3.71672,Private room in rental unit,1,,,,,14,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,365,Gran tenedor (>20),1
