id,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,ocupacion_estimada,tipo_tenedor,superhost
1182542087419542934,San Blas - Canillejas,40.43827,-3.63592,Entire rental unit,5,2.0,3.0,4.0,$118.00,5,60,47,5.0,4.98,4.98,4.98,5.0,4.96,4.93,1,207,Pequeño (1),0
1182545517100967208,Carabanchel,40.39012,-3.72195,Private room in rental unit,1,1.0,1.0,1.0,$28.00,2,31,28,4.89,4.93,4.96,4.93,4.96,4.75,4.75,1,42,Pequeño (1),1
1182553083984672461,Moncloa - Aravaca,40.43110386640298,-3.718663657429963,Entire rental unit,2,2.0,1.0,1.0,$121.00,1,1125,13,4.69,4.77,4.92,4.31,4.77,5.0,4.54,77,31,Gran tenedor (>20),0
1182553127009995432,Centro,40.41237585533869,-3.696503252305361,Entire rental unit,6,2.0,2.0,3.0,$257.00,1,1125,24,4.88,4.79,4.96,4.75,4.92,4.75,4.79,77,62,Gran tenedor (>20),0
1182559612426977302,TetuÃ¡n,40.45432,-3.70001,Entire home,4,2.0,2.0,3.0,$159.00,45,180,5,4.8,4.6,4.8,5.0,5.0,4.8,4.6,1,262,Pequeño (1),0
1182562166558637269,ChamberÃ­,40.42931026514045,-3.699459657672117,Entire home,4,1.0,2.0,2.0,$130.00,30,1125,5,4.2,4.0,4.2,4.0,3.0,4.6,3.6,2,33,Mediano (2-5),0
1182570662833410541,Usera,40.38623911551161,-3.700300507407303,Entire rental unit,3,1.0,1.0,1.0,$79.00,28,330,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,107,130,Gran tenedor (>20),0
1182606801908227801,Latina,40.40569,-3.72436,Entire rental unit,6,2.0,2.0,1.0,$382.00,3,365,0,,,,,,,,29,80,Gran tenedor (>20),0
1182707273297327769,Puente de Vallecas,40.39357,-3.66653,Entire rental unit,5,1.0,2.0,3.0,$84.00,1,1125,3,2.67,3.0,4.0,3.67,3.67,3.33,2.67,95,16,Gran tenedor (>20),0
1183015531236405460,Centro,40.41517544528224,-3.7026501740806816,Entire rental unit,6,3.0,4.0,5.0,$479.00,4,365,27,5.0,4.93,4.93,4.96,4.96,5.0,4.89,16,143,Profesional (6-20),0
1183055749643755435,Centro,40.4119122,-3.7099698,Entire rental unit,4,,1.0,,,20,90,6,4.17,4.33,4.17,4.33,4.0,5.0,4.17,23,364,Gran tenedor (>20),0
1183074172540495371,Salamanca,40.42684,-3.68448,Entire rental unit,2,1.0,1.0,1.0,$106.00,3,365,50,4.58,4.78,4.52,4.88,4.8,4.88,4.46,30,339,Gran tenedor (>20),0
1183075127576522274,TetuÃ¡n,40.4627343,-3.6981062,Entire rental unit,4,1.0,1.0,2.0,$157.00,1,365,22,4.91,4.91,4.95,4.95,4.91,4.59,4.68,5,10,Mediano (2-5),1
1183077485746095921,TetuÃ¡n,40.4627343,-3.6981062,Entire rental unit,4,1.0,1.0,2.0,$160.00,1,365,19,4.84,4.89,4.95,4.79,5.0,4.42,4.68,5,10,Mediano (2-5),1
1183079345536437587,TetuÃ¡n,40.46198,-3.69924,Entire rental unit,6,1.0,2.0,3.0,$164.00,1,365,42,4.95,4.83,4.98,4.95,4.86,4.55,4.76,5,30,Mediano (2-5),1
1183081309814982571,TetuÃ¡n,40.4595,-3.69644,Entire rental unit,4,1.0,2.0,3.0,$116.00,31,330,1,4.0,5.0,5.0,5.0,5.0,4.0,5.0,384,187,Gran tenedor (>20),0
1183081544642508286,TetuÃ¡n,40.46293,-3.69732,Entire rental unit,2,1.0,1.0,1.0,$176.00,1,365,13,4.77,5.0,5.0,4.92,4.92,4.38,4.62,5,11,Mediano (2-5),1
1183111303225126444,Moncloa - Aravaca,40.42580886265896,-3.716864468316901,Private room in rental unit,3,1.5,1.0,2.0,$51.00,1,365,5,4.2,4.4,4.6,4.6,4.2,4.6,4.2,17,229,Profesional (6-20),0
1183114607433421257,Centro,40.42168,-3.70085,Entire rental unit,3,,2.0,,,2,1125,10,4.7,4.6,5.0,4.3,4.4,4.8,4.6,72,365,Gran tenedor (>20),0
1183118942748463909,Usera,40.386546946301344,-3.6993735019204017,Entire rental unit,2,,1.0,,,28,330,2,4.5,5.0,5.0,3.5,3.0,3.5,3.5,107,141,Gran tenedor (>20),0
1183124127373628849,Centro,40.4272839,-3.6997436,Entire rental unit,2,1.0,1.0,1.0,$140.00,1,365,0,,,,,,,,407,316,Gran tenedor (>20),0
1183129313671223910,Centro,40.41679,-3.70574,Entire rental unit,4,,2.0,,,4,365,34,4.32,4.53,4.35,4.59,4.56,4.91,4.47,1,365,Pequeño (1),0
1183133165054606312,Moncloa - Aravaca,40.42491,-3.71683,Private room in rental unit,1,1.5,1.0,1.0,$45.00,1,365,2,5.0,5.0,5.0,4.5,4.5,5.0,4.5,17,220,Profesional (6-20),0
1183135139909090282,Centro,40.4225339,-3.6978893,Entire rental unit,3,1.0,1.0,1.0,$150.00,2,365,35,4.8,4.74,4.91,4.86,4.91,4.91,4.63,1,55,Pequeño (1),1
1183135383050248925,Centro,40.42199,-3.70273,Entire rental unit,3,1.0,1.0,1.0,$158.00,1,365,2,2.5,3.0,3.0,3.0,3.0,1.5,1.5,2,365,Mediano (2-5),0
1183137682594986911,Moncloa - Aravaca,40.42538,-3.71691,Private room in rental unit,2,1.5,1.0,1.0,$48.00,1,365,27,4.48,4.63,4.67,4.7,4.52,4.85,4.56,17,213,Profesional (6-20),0
1183142105944756684,Moncloa - Aravaca,40.42396773282949,-3.714669108563924,Private room in rental unit,1,1.5,1.0,1.0,$47.00,1,365,15,4.73,4.87,4.87,4.87,4.6,4.87,4.73,17,25,Profesional (6-20),0
1183159909513252072,Centro,40.41198,-3.69913,Entire rental unit,2,1.0,1.0,1.0,$125.00,1,365,15,4.67,4.6,4.53,4.8,4.67,4.8,4.47,2,118,Mediano (2-5),0
1183175427188700547,Centro,40.41092172939955,-3.7124819997634817,Entire rental unit,2,1.0,1.0,1.0,$112.00,6,365,4,4.75,4.5,4.75,5.0,4.75,5.0,5.0,2,56,Mediano (2-5),1
1183176592954840541,Salamanca,40.42599701200593,-3.6875194635417703,Entire rental unit,3,,2.0,,,31,365,3,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3,276,Mediano (2-5),0
1183205373509658146,Centro,40.42036,-3.70267,Private room in rental unit,3,2.0,1.0,2.0,$56.00,1,365,8,4.88,4.75,4.63,4.75,4.88,4.88,4.63,17,23,Profesional (6-20),0
1183290714643806841,Centro,40.4097088,-3.7059328,Entire rental unit,6,1.0,2.0,2.0,$138.00,3,365,50,4.86,4.78,4.82,4.74,4.7,4.68,4.58,1,127,Pequeño (1),1
1183297171526046297,Villaverde,40.35153667809014,-3.6857183490587833,Private room in rental unit,1,1.0,1.0,1.0,$30.00,3,365,17,4.88,4.82,4.65,4.88,4.94,4.65,4.82,3,200,Mediano (2-5),0
1183304567581933814,Arganzuela,40.405703095162885,-3.693805325886618,Entire loft,3,1.0,0.0,3.0,$132.00,1,365,30,4.7,4.87,4.9,4.77,4.77,4.93,4.67,12,235,Profesional (6-20),0
1183396331223975853,ChamberÃ­,40.43466939168722,-3.713578406881186,Entire rental unit,2,1.0,1.0,1.0,$77.00,30,365,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,272,31,Gran tenedor (>20),0
1183497930867877337,San Blas - Canillejas,40.435765199125726,-3.609289202532755,Private room in rental unit,2,1.0,1.0,1.0,$117.00,1,15,12,4.58,4.67,5.0,4.58,4.75,4.83,4.42,1,4,Pequeño (1),0
1183798142788303564,Centro,40.41644154188752,-3.7074001878548,Entire rental unit,10,5.0,5.0,8.0,$653.00,2,1125,37,4.86,4.89,4.95,4.68,4.89,4.89,4.78,72,243,Gran tenedor (>20),0
1183801349836359209,Arganzuela,40.40376,-3.71987,Entire rental unit,4,1.0,1.0,2.0,$95.00,2,365,64,4.72,4.77,4.88,4.69,4.56,4.7,4.78,4,324,Mediano (2-5),0
1183802339903130044,Arganzuela,40.40374355497086,-3.717666672476498,Entire rental unit,6,2.0,2.0,3.0,$131.00,2,365,156,4.66,4.77,4.79,4.62,4.54,4.65,4.68,4,302,Mediano (2-5),0
1183802345838158119,Arganzuela,40.40222086402494,-3.718406125653344,Entire rental unit,8,2.0,3.0,4.0,$148.00,2,365,51,4.63,4.71,4.71,4.59,4.45,4.59,4.55,4,322,Mediano (2-5),0
1183895430255203236,Centro,40.41019,-3.70447,Entire rental unit,6,1.0,2.0,3.0,$114.00,1,365,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,28,28,Gran tenedor (>20),0
1183896708166880574,Centro,40.40918319659284,-3.713290292359421,Private room in rental unit,2,2.0,1.0,1.0,$104.00,1,365,22,4.32,4.59,4.36,4.5,4.64,4.77,4.27,181,354,Gran tenedor (>20),0
1183902008415376304,Centro,40.4097088,-3.7059328,Entire rental unit,6,1.0,2.0,2.0,$163.00,3,365,63,4.83,4.75,4.87,4.73,4.73,4.73,4.54,1,127,Pequeño (1),1
1183946385716293478,ChamberÃ­,40.43266319999999,-3.7119756,Entire rental unit,2,1.0,1.0,1.0,$147.00,30,1125,0,,,,,,,,249,139,Gran tenedor (>20),0
1183948882290132554,TetuÃ¡n,40.450005,-3.703251600000001,Entire rental unit,3,,2.0,,,30,1125,0,,,,,,,,249,258,Gran tenedor (>20),0
1183949302922616758,Centro,40.4243695,-3.7026741,Entire rental unit,4,1.0,2.0,2.0,$142.00,30,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,249,105,Gran tenedor (>20),0
1183997047719844211,Arganzuela,40.40310833599095,-3.7036871933221938,Entire rental unit,4,1.0,1.0,2.0,$129.00,3,365,27,4.81,4.78,4.96,4.96,4.96,4.81,4.67,2,202,Mediano (2-5),1
1184000604564776093,Centro,40.42844,-3.71109,Entire rental unit,4,1.0,2.0,3.0,$136.00,1,1125,6,4.17,4.67,4.33,4.17,4.67,4.83,4.17,1,360,Pequeño (1),0
1184029198905409826,Centro,40.4097088,-3.7059328,Entire rental unit,6,2.0,2.0,2.0,$315.00,3,365,39,4.56,4.69,4.69,4.85,4.54,4.44,4.51,1,150,Pequeño (1),0
1184059500047976294,Carabanchel,40.39442,-3.72252,Entire rental unit,4,2.0,3.0,4.0,$213.00,2,365,0,,,,,,,,1,321,Pequeño (1),0
1184083533595076036,Salamanca,40.43025,-3.66675,Entire rental unit,5,2.0,2.0,3.0,$119.00,1,365,12,4.67,4.67,4.83,4.42,4.83,4.58,4.42,292,127,Gran tenedor (>20),0
1184178860754906030,Moncloa - Aravaca,40.4291997,-3.7353172,Entire rental unit,2,1.0,1.0,1.0,$105.00,31,730,9,4.78,4.78,4.89,4.78,4.67,4.89,4.56,2,99,Mediano (2-5),1
1184219880386710381,Centro,40.4103156,-3.702841499999999,Entire rental unit,2,1.0,1.0,1.0,$168.00,2,365,28,4.75,4.82,5.0,4.68,4.82,4.75,4.82,1,45,Pequeño (1),0
1184231362165116195,TetuÃ¡n,40.46182365179937,-3.705267629506204,Entire rental unit,2,1.0,1.0,1.0,$137.00,1,365,12,4.75,4.83,5.0,4.42,4.67,4.58,4.75,292,13,Gran tenedor (>20),0
1184563024050199753,TetuÃ¡n,40.455492,-3.7061685,Entire rental unit,2,1.0,1.0,1.0,$119.00,1,365,6,4.33,4.33,4.33,4.33,4.33,4.33,4.33,2,126,Mediano (2-5),0
1184574183170179760,Latina,40.406588,-3.7501011,Entire rental unit,2,1.0,1.0,2.0,$63.00,7,35,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,140,Pequeño (1),0
1184591611179040907,Fuencarral - El Pardo,40.484807449879504,-3.687717073456168,Entire rental unit,4,1.0,3.0,3.0,$139.00,1,365,0,,,,,,,,6,5,Profesional (6-20),0
1184710118224244091,Carabanchel,40.37409419999999,-3.7498265,Private room in rental unit,4,1.0,2.0,2.0,$166.00,1,365,1,4.0,3.0,3.0,5.0,4.0,4.0,3.0,2,96,Mediano (2-5),0
1184793504625829151,Ciudad Lineal,40.43814973190891,-3.653718584997657,Private room in rental unit,2,,1.0,1.0,$54.00,1,365,8,5.0,5.0,5.0,5.0,5.0,4.88,5.0,1,345,Pequeño (1),1
1185251040188085991,Arganzuela,40.38887,-3.69486,Entire rental unit,4,1.0,1.0,2.0,$72.00,1,365,70,4.66,4.89,4.66,4.8,4.84,4.67,4.69,6,265,Profesional (6-20),0
1185305867514272520,ChamberÃ­,40.43620014189855,-3.7025052309036255,Private room in rental unit,1,,,,,1,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,365,Mediano (2-5),0
1185338343716573402,Carabanchel,40.37409419999999,-3.7498265,Private room in rental unit,2,1.0,1.0,1.0,$75.00,1,365,8,4.5,4.5,4.5,4.63,4.38,4.63,4.25,2,96,Mediano (2-5),0
1185505240226487873,Ciudad Lineal,40.42945,-3.65808,Entire rental unit,6,1.0,1.0,2.0,$86.00,4,365,67,4.84,4.91,4.63,4.81,4.91,4.7,4.76,1,36,Pequeño (1),1
1185654713638217844,Centro,40.422348883657165,-3.699665442109108,Private room in rental unit,2,1.0,1.0,1.0,$83.00,1,365,43,4.86,4.86,4.86,4.84,4.77,4.91,4.65,2,138,Mediano (2-5),1
1185799755971106823,Centro,40.42119095853104,-3.703289899740067,Private room in home,2,1.0,1.0,1.0,$90.00,3,60,28,5.0,4.96,4.96,5.0,4.96,5.0,4.86,1,319,Pequeño (1),1
1186036498814477562,Puente de Vallecas,40.38473375251733,-3.6698194965720177,Private room in rental unit,2,1.0,1.0,1.0,$54.00,1,1125,3,5.0,4.67,5.0,5.0,5.0,4.33,4.67,1,288,Pequeño (1),0
1186056421547947597,Ciudad Lineal,40.42948842883369,-3.649655633501098,Entire rental unit,4,1.0,1.0,2.0,$80.00,2,365,48,4.83,4.88,4.96,4.81,4.73,4.54,4.52,1,302,Pequeño (1),1
1186095524344937134,ChamberÃ­,40.43099809995652,-3.7069277687866142,Private room in condo,1,0.5,1.0,1.0,$86.00,2,30,35,4.97,5.0,4.97,5.0,4.97,4.97,4.97,2,143,Mediano (2-5),1
1186121422510648491,Salamanca,40.4279131,-3.6815138,Private room in rental unit,1,1.0,1.0,1.0,$98.00,1,365,46,5.0,4.93,5.0,4.98,4.98,4.98,4.87,1,135,Pequeño (1),1
1186148135220065032,Centro,40.408296831500834,-3.700236260422926,Private room in rental unit,1,1.0,1.0,1.0,$57.00,1,365,5,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,104,Mediano (2-5),0
1186150249121996005,Centro,40.42065318935975,-3.706503601931229,Entire rental unit,3,1.0,1.0,3.0,$139.00,1,365,6,3.83,4.0,3.83,4.33,3.67,5.0,3.67,9,121,Profesional (6-20),0
1186171863345316201,Usera,40.3872699,-3.700003999999999,Entire rental unit,2,1.0,1.0,1.0,$68.00,30,330,4,4.5,4.5,4.5,4.5,4.75,4.25,3.75,107,145,Gran tenedor (>20),0
1186195530310486374,ChamberÃ­,40.4443417751157,-3.699749145276087,Entire rental unit,4,2.0,2.0,2.0,$127.00,4,365,30,4.3,4.6,4.5,4.73,4.1,4.8,4.23,13,139,Profesional (6-20),0
1186209462301944728,Usera,40.3866247,-3.7039903,Private room in rental unit,2,1.0,1.0,1.0,$51.00,1,365,14,5.0,5.0,5.0,4.93,5.0,4.79,5.0,3,122,Mediano (2-5),0
1186246992157120393,Centro,40.42663,-3.70106,Entire guest suite,4,2.0,1.0,2.0,$228.00,1,1125,28,4.79,4.89,4.93,4.96,5.0,4.86,4.79,1,286,Pequeño (1),0
1186276097374651759,Centro,40.42001,-3.7085,Entire rental unit,2,1.0,1.0,1.0,$101.00,90,365,5,5.0,5.0,5.0,5.0,5.0,5.0,4.6,31,106,Gran tenedor (>20),1
1186288655147179431,Latina,40.40919,-3.732889999999999,Entire rental unit,5,1.0,2.0,3.0,$89.00,2,30,8,4.63,4.75,4.75,4.88,4.88,4.63,4.75,1,261,Pequeño (1),0
1186297228525699983,TetuÃ¡n,40.45729,-3.70117,Entire home,3,1.0,1.0,2.0,$67.00,30,365,3,4.0,4.67,4.0,5.0,4.33,5.0,4.67,272,30,Gran tenedor (>20),0
1186332832725955512,Latina,40.40943654816269,-3.736310116946697,Private room in rental unit,2,1.0,1.0,1.0,$49.00,1,14,17,4.53,4.41,4.47,4.71,4.71,4.18,4.29,1,10,Pequeño (1),0
1186355245802853394,Arganzuela,40.40350612291975,-3.712753331668501,Entire rental unit,2,1.0,1.0,1.0,$86.00,1,365,111,4.95,4.96,4.97,4.95,4.95,4.83,4.77,4,16,Mediano (2-5),1
1186392689213769395,Centro,40.4104928,-3.7024743,Entire rental unit,2,1.0,1.0,1.0,$80.00,32,365,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,93,Mediano (2-5),0
1186723024263592182,Latina,40.41038500920656,-3.727398904584735,Private room in rental unit,1,,4.0,,,5,30,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,365,Mediano (2-5),0
1186739732423383409,Centro,40.41900494487689,-3.7004071135251073,Entire rental unit,2,1.0,0.0,1.0,$90.00,1,365,37,4.57,4.78,4.68,4.76,4.84,4.84,4.54,1,63,Pequeño (1),0
1186818844313406505,Arganzuela,40.4027303233397,-3.690767375516052,Entire rental unit,3,1.0,2.0,2.0,$98.00,1,365,57,4.82,4.84,4.91,4.93,4.95,4.93,4.82,181,60,Gran tenedor (>20),0
1186824048761162629,ChamartÃ­n,40.44027401559751,-3.674417355549596,Entire rental unit,6,3.0,3.0,3.0,$125.00,1,1125,22,4.41,4.41,4.86,4.68,4.27,3.91,4.36,334,48,Gran tenedor (>20),0
1186840559411486819,Centro,40.41018863436637,-3.699055606566175,Private room in rental unit,2,1.0,1.0,1.0,$64.00,1,365,1,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1,280,Pequeño (1),0
1186861079785625002,ChamartÃ­n,40.44737,-3.6903,Entire rental unit,5,2.0,3.0,3.0,$252.00,30,1125,0,,,,,,,,249,174,Gran tenedor (>20),0
1186864452529516320,ChamberÃ­,40.43089920327761,-3.7034740980414433,Private room in rental unit,1,3.0,1.0,1.0,$22.00,90,365,0,,,,,,,,33,96,Gran tenedor (>20),0
1186876056440545556,ChamberÃ­,40.44417,-3.69925,Entire rental unit,6,,3.0,,,31,330,0,,,,,,,,384,212,Gran tenedor (>20),0
1186905968827884859,Puente de Vallecas,40.38720764873992,-3.6367506498138265,Private room in rental unit,2,2.0,1.0,1.0,$30.00,28,365,3,5.0,5.0,4.67,4.67,5.0,4.67,4.67,3,139,Mediano (2-5),0
1186929574167469407,Salamanca,40.42774,-3.68614,Entire rental unit,4,1.0,1.0,4.0,$202.00,1,365,9,4.78,4.89,5.0,4.78,4.56,5.0,4.78,4,48,Mediano (2-5),0
1186930678387493780,Salamanca,40.43101,-3.67703,Entire rental unit,6,3.0,3.0,4.0,$206.00,1,365,0,,,,,,,,407,137,Gran tenedor (>20),0
1187054320981933288,ChamberÃ­,40.44319254645241,-3.6997790342164154,Entire rental unit,4,1.0,1.0,2.0,$143.00,3,1125,17,4.82,4.71,4.65,4.82,4.82,4.88,4.59,1,87,Pequeño (1),1
1187069438539392340,Centro,40.41451,-3.70576,Private room in rental unit,1,,,,,7,365,0,,,,,,,,33,365,Gran tenedor (>20),0
1187101588312183092,Salamanca,40.42544,-3.67758,Entire serviced apartment,2,1.0,1.0,1.0,$163.00,30,365,0,,,,,,,,9,251,Profesional (6-20),1
1187213766256273515,Latina,40.4047632,-3.7420254,Private room in home,1,0.0,1.0,1.0,$42.00,1,365,19,4.79,4.79,4.89,4.79,4.79,4.63,4.68,1,23,Pequeño (1),0
1187346940116587429,Carabanchel,40.38981977078462,-3.719912096858024,Private room in rental unit,2,0.5,1.0,2.0,$47.00,1,365,51,4.92,4.94,4.98,4.82,4.9,4.59,4.88,2,25,Mediano (2-5),1
1187424312352140777,Villaverde,40.34843,-3.69008,Entire rental unit,3,1.0,1.0,2.0,$84.00,1,365,8,4.75,4.63,4.88,4.63,4.75,4.38,4.38,10,24,Profesional (6-20),0
1187432608172093226,Villaverde,40.34977041735887,-3.69014967990616,Entire rental unit,4,1.0,1.0,3.0,$78.00,1,365,5,4.6,4.8,5.0,4.6,5.0,3.6,4.4,10,55,Profesional (6-20),0
1187436180329419995,Villaverde,40.35032117385178,-3.6894997949447776,Entire rental unit,4,1.0,2.0,3.0,$79.00,1,365,13,5.0,4.92,4.92,4.77,4.92,4.31,4.77,10,41,Profesional (6-20),0
1187438119398461057,Villaverde,40.34917854087843,-3.687955895377285,Entire rental unit,4,1.0,2.0,3.0,$82.00,1,365,20,4.7,4.85,4.75,4.8,4.85,4.2,4.45,10,25,Profesional (6-20),0
1187480010244991557,Arganzuela,40.39164359734546,-3.696775860022828,Entire rental unit,4,1.0,2.0,2.0,$135.00,1,365,19,4.63,4.79,4.74,4.79,4.84,4.68,4.58,22,25,Gran tenedor (>20),0
1187524150490427455,Arganzuela,40.39390281663415,-3.6993001738680262,Entire rental unit,4,1.0,2.0,2.0,$203.00,1,365,12,4.83,4.92,4.83,4.92,4.92,4.67,4.67,22,39,Gran tenedor (>20),0
1187560300338706897,Salamanca,40.42978,-3.68601,Entire rental unit,3,1.0,1.0,2.0,$164.00,1,365,26,4.65,4.62,4.73,4.73,4.31,5.0,4.54,4,57,Mediano (2-5),0
1187601003820641913,Centro,40.4272839,-3.6997436,Entire rental unit,4,,2.0,,,1,365,0,,,,,,,,407,363,Gran tenedor (>20),0
1187669688678088715,Fuencarral - El Pardo,40.5123,-3.67709,Entire rental unit,3,1.0,1.0,2.0,$150.00,1,365,9,4.22,4.22,4.33,4.33,4.11,4.33,4.44,72,77,Gran tenedor (>20),0
1187679389781947517,TetuÃ¡n,40.45245,-3.70367,Entire rental unit,4,1.0,1.0,1.0,$78.00,2,365,22,4.59,4.64,4.82,4.64,4.73,4.41,4.36,1,361,Pequeño (1),0
1187686264669433791,Retiro,40.41431,-3.67521,Entire serviced apartment,3,,1.0,,,30,365,7,5.0,5.0,5.0,5.0,5.0,5.0,4.86,9,360,Profesional (6-20),1
1187704319833440714,TetuÃ¡n,40.46521,-3.69497,Entire rental unit,2,1.0,1.0,1.0,$69.00,30,365,1,1.0,4.0,5.0,4.0,1.0,5.0,5.0,272,30,Gran tenedor (>20),0
1187715086153252368,Usera,40.38327822422856,-3.700209639508508,Entire rental unit,4,2.0,3.0,3.0,$81.00,90,365,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,272,1,Gran tenedor (>20),0
1187739035029899492,Arganzuela,40.40257,-3.69389,Private room in rental unit,1,,,,,10,365,1,4.0,4.0,5.0,5.0,2.0,5.0,4.0,33,365,Gran tenedor (>20),0
1187832824995276987,Moncloa - Aravaca,40.43182,-3.72127,Private room in rental unit,1,1.0,1.0,1.0,$56.00,2,365,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2,290,Mediano (2-5),0
1187840979677915123,Centro,40.42229,-3.70558,Entire rental unit,4,1.0,2.0,2.0,$209.00,3,60,23,4.96,4.96,4.91,4.91,4.87,4.87,4.83,16,163,Profesional (6-20),0
1188123177686565500,Centro,40.40848,-3.71043,Entire rental unit,2,1.0,1.0,1.0,$178.00,3,365,54,4.91,4.81,4.89,4.98,4.98,4.91,4.78,2,122,Mediano (2-5),1
1188167436373468211,Centro,40.42589,-3.7062,Private room in rental unit,5,2.0,2.0,3.0,$73.00,1,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,142,Mediano (2-5),1
1188170110695631162,Latina,40.4107,-3.72689,Private room in rental unit,1,,,,,5,30,1,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3,365,Mediano (2-5),0
1188177861470802074,ChamberÃ­,40.43106,-3.6927,Entire rental unit,4,2.0,2.0,3.0,$148.00,31,330,0,,,,,,,,384,85,Gran tenedor (>20),0
1188187261456139255,Centro,40.42247161139916,-3.710931403202388,Entire rental unit,2,1.0,1.0,1.0,$101.00,20,330,1,3.0,5.0,5.0,4.0,3.0,5.0,3.0,107,209,Gran tenedor (>20),0
1188192345609883005,TetuÃ¡n,40.45191828945157,-3.701100348848653,Entire rental unit,3,1.0,1.0,1.0,$137.00,1,365,14,4.29,4.43,4.29,4.5,4.5,3.86,3.93,107,331,Gran tenedor (>20),0
1188207447858257274,TetuÃ¡n,40.45074264639728,-3.701063299441962,Entire rental unit,2,1.0,1.0,1.0,$154.00,1,365,7,4.86,4.71,4.71,4.86,4.86,4.71,4.71,107,338,Gran tenedor (>20),0
1188211152911299946,Latina,40.39246,-3.76523,Private room in rental unit,2,1.0,1.0,3.0,$37.00,2,1125,54,4.69,4.63,4.85,4.8,4.78,4.74,4.76,1,358,Pequeño (1),0
1188228377310013738,Centro,40.41346,-3.7034,Entire rental unit,2,1.0,1.0,1.0,$124.00,3,28,33,4.94,4.97,5.0,4.94,5.0,5.0,4.82,5,321,Mediano (2-5),1
1188247732720923129,Centro,40.40761051075216,-3.706407900238748,Entire rental unit,4,1.0,0.0,2.0,$100.00,1,365,39,4.67,4.74,4.74,4.38,4.64,4.79,4.54,2,126,Mediano (2-5),0
1188257711471172009,Centro,40.42226,-3.70943,Entire rental unit,2,1.0,1.0,1.0,$90.00,20,330,2,4.5,4.5,5.0,5.0,5.0,5.0,4.0,107,119,Gran tenedor (>20),0
1188269183215003489,Centro,40.42550668045226,-3.705996300558813,Entire rental unit,10,1.0,3.0,6.0,$150.00,1,700,0,,,,,,,,5,172,Mediano (2-5),0
1188279413187204625,ChamartÃ­n,40.45816,-3.68808,Entire rental unit,2,1.0,1.0,1.0,$154.00,30,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,249,259,Gran tenedor (>20),0
1188319066228252535,ChamartÃ­n,40.45779,-3.68276,Private room in rental unit,1,,1.0,,,32,365,1,5.0,4.0,5.0,3.0,4.0,5.0,5.0,170,365,Gran tenedor (>20),0
1188369182420814434,Centro,40.42376226052741,-3.706877082210687,Entire rental unit,4,1.0,1.0,2.0,$139.00,1,365,24,4.33,4.75,4.13,4.88,4.71,5.0,4.5,5,325,Mediano (2-5),0
1188394917947935876,Centro,40.42215808002545,-3.7064471086831623,Entire rental unit,6,2.0,2.0,3.0,$183.00,1,365,25,4.56,4.6,4.28,4.6,4.64,4.72,4.6,5,334,Mediano (2-5),0
1188401574007512012,Centro,40.42352660736995,-3.707045814420828,Entire rental unit,6,1.0,2.0,4.0,$183.00,1,365,27,4.67,4.78,4.63,4.81,4.7,4.89,4.59,5,317,Mediano (2-5),0
1188408945716365210,Centro,40.41288,-3.711,Entire rental unit,2,1.0,1.0,2.0,$120.00,2,185,12,4.58,4.58,4.58,4.92,4.92,4.92,4.92,4,204,Mediano (2-5),0
1188412227396041905,Centro,40.42362916062353,-3.7080065368843873,Entire rental unit,4,1.0,1.0,2.0,$139.00,1,365,23,4.48,4.48,4.48,4.61,4.35,4.83,4.39,5,326,Mediano (2-5),0
1188420399495489951,Centro,40.42368745232143,-3.707921814528874,Entire rental unit,4,1.0,1.0,2.0,$133.00,1,365,48,4.42,4.52,4.44,4.67,4.56,4.88,4.52,5,307,Mediano (2-5),0
1188471040699227806,ChamberÃ­,40.44579864510445,-3.701252163019295,Entire rental unit,2,,1.0,,,15,365,2,4.0,4.0,3.5,4.5,4.5,4.5,3.5,272,27,Gran tenedor (>20),0
1188472692125454558,Arganzuela,40.3857772,-3.691428699999999,Entire rental unit,4,1.0,1.0,1.0,$149.00,2,1125,7,5.0,4.71,4.86,5.0,4.86,5.0,4.71,20,25,Profesional (6-20),0
